peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_option_id,peer_assignment_review_schema_part_option_text,peer_assignment_review_schema_part_option_score
"9voOH_eCEeWSPQpVZJn7FQ@3","a28d01b1-da29-4973-c680-683e42768daa","No","No",0
"NYjqqtESEeWR0RIE1vRpDw@4","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","6676e606-ea17-4bb3-8125-5ebfa4ae3a8e","<co-content><text>Rarely</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@10","f7823a36-be3b-455e-c2cd-50d776c198ab","No","No",0
"-xK13dEPEeW3igq7kvt3qw@7","5bcc1717-2c30-4aed-c502-4b924a8e5a62","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@6","96a3451f-045c-4179-899a-c8d30459027e","Yes","Yes",1
"dGK4i9AXEeWJ8go9jrGl7Q@3","e452af33-9bb0-4aa2-80c0-480f21e1a915","No","No",0
"9LQVjveCEeWJoRIC9GAuIw@2","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","63de1c8e-b348-4127-a01a-ad8e55454ab5","<co-content><text>2 of the risks were present in the Risk Plan</text></co-content>",2
"vufdjihQEeaLEw5C-qNm0w@3","e0e554aa-ddd4-4451-9643-15c091940bc8","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@5","a28d01b1-da29-4973-c680-683e42768daa","Yes","Yes",1
"dGK4i9AXEeWJ8go9jrGl7Q@6","8cfdbd6f-240f-418d-a396-2348fdb058a9","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@6","351fc057-68fc-464f-a8c8-a974ff1977ac","No","No",0
"9hRB5feCEeWJoRIC9GAuIw@5","8cfdbd6f-240f-418d-a396-2348fdb058a9","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@13","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","No","No",0
"9ffhC_eCEeWkJA7vZIsK9Q@4","96de681e-a8d9-451d-d979-f3425fc6dad8","eb68cf60-2103-4898-9638-f6bfb3996c13","<co-content><text>Most of time</text></co-content>",3
"wPvw6ihQEeaGtw7VJ4hX6w@2","f5615126-c42e-42d6-9238-c5028e441fdd","98ff9f74-78b1-44c6-c018-386a7b0e4c57","<co-content><text>The ratings included both likelihood and impact </text></co-content>",2
"dGK4i9AXEeWJ8go9jrGl7Q@4","85d1392d-59b7-4a24-e12c-9ceda086b9db","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@12","a28d01b1-da29-4973-c680-683e42768daa","Yes","Yes",1
"vufdjihQEeaLEw5C-qNm0w@4","e19ec481-e159-4ae3-a1f1-e6e0601bed88","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@13","9ff63e4e-58bf-4632-ff60-e611f447322a","Yes","Yes",1
"B7quoNEDEeW86A4dl3pnEQ@4","7c7daa59-56e5-4c20-969d-8995a0d2e786","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@10","632c7dae-874a-402e-edea-3ce05c3fc5d0","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@10","e0e554aa-ddd4-4451-9643-15c091940bc8","Yes","Yes",1
"9kBa5PeCEeWcIwpe-uKM9Q@5","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","Yes","Yes",1
"9kBa5PeCEeWcIwpe-uKM9Q@2","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@7","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","Yes","Yes",1
"wGJvpShQEea5Nw6WU2nKtw@2","9990b547-ab7a-4618-8469-ccfeda4721a7","Qcwz7MLfivHC6jygC-08i7","<co-content><text>Minimal Effort - Learner provided a representation of the product that lacks details and is incomplete.</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@4","1ad64563-dd56-4ce5-8a08-8d526e2c7992","No","No",0
"wJGWByhQEea9ZhJKQvAauw@1","731ed779-42fb-4a74-a9d6-11261018b2a0","52c3eb79-0858-4bed-88ec-a2fcbc42f7e7","<co-content><text>Bad - The interpretation identifies 1 thing that can be interpreted from the burndown</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@3","632c7dae-874a-402e-edea-3ce05c3fc5d0","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@1","860961d0-dfba-4f98-9c29-20ca931553c9","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@11","e19ec481-e159-4ae3-a1f1-e6e0601bed88","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@5","7e609c48-6601-45c3-f916-f3408cdbf4e6","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@2","c1b6a522-563b-45e0-87d8-4f21b096df7e","No","No",0
"9cdbFPeCEeWYNAoGmttnCw@2","5dd044b1-5290-4605-c525-769cb0689cd1","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@6","351fc057-68fc-464f-a8c8-a974ff1977ac","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@11","96a3451f-045c-4179-899a-c8d30459027e","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@12","e0e554aa-ddd4-4451-9643-15c091940bc8","Yes","Yes",1
"B7quoNEDEeW86A4dl3pnEQ@2","7c7daa59-56e5-4c20-969d-8995a0d2e786","Yes","Yes",1
"B7quoNEDEeW86A4dl3pnEQ@7","7c7daa59-56e5-4c20-969d-8995a0d2e786","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@7","e79dfc4b-645b-44c4-e259-dd6de1221ff0","No","No",0
"wTlH0ChQEeaOBAr7VGzUHw@3","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@2","e79dfc4b-645b-44c4-e259-dd6de1221ff0","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@6","183bef19-6058-4c31-ad07-4338d162e635","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@8","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","No","No",0
"wGJvpShQEea5Nw6WU2nKtw@3","9990b547-ab7a-4618-8469-ccfeda4721a7","lng5K-P7yHK4QorEGF--xa","<co-content><text>Excellent Effort - Learner provided a complete representation of the product and included necessary details.</text></co-content>",3
"9l-i1veCEeWoVw4RkdPOvQ@3","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","fb739a56-6cee-457d-bb06-474762b3b039","<co-content><text>Most of time </text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@10","183bef19-6058-4c31-ad07-4338d162e635","No","No",0
"-xK13dEPEeW3igq7kvt3qw@5","279aae26-0c26-4b91-98bc-6fa6865f7b56","59bf4bcd-f6cd-47c2-d019-dd3256017801","<co-content><text>All suggested user stories were added to Sprint 3</text></co-content>",3
"P3kcYs6CEeW6bA4RgCmm0Q@12","88ab4e9b-96cd-485e-e687-e7ffc93bac76","No","No",0
"B7quoNEDEeW86A4dl3pnEQ@9","7c7daa59-56e5-4c20-969d-8995a0d2e786","Yes","Yes",1
"9cdbFPeCEeWYNAoGmttnCw@4","d3c2244b-953e-4b2f-94dd-82fb1494e73c","6a7b5c61-6b41-463c-eaea-19163d3d3f0b","<co-content><text>All high risk-low priority user stories remained in the backlog</text></co-content>",2
"9rsJSfeCEeWJoRIC9GAuIw@6","3e231bf7-cd64-471e-a7f8-085e542ae274","99a2b0d0-519a-44de-9026-2c0ee1200f43","<co-content><text>Good</text></co-content>",2
"o40uFM6MEeW4gBJQzjtgDw@5","bad69d98-9b8f-4478-ae93-9d7b262568ad","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@4","5a54b003-0907-4259-f9f9-2e1573a7612a","No","No",0
"wTlH0ChQEeaOBAr7VGzUHw@3","5a54b003-0907-4259-f9f9-2e1573a7612a","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@9","145582d0-0803-4947-ba47-5e58afa111e3","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@5","e19ec481-e159-4ae3-a1f1-e6e0601bed88","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@2","f5816992-712c-4af5-e608-10eddf73749e","Yes","Yes",1
"wCZRVyhQEeaeOg6Hp9hnyw@1","5d48005e-49d4-4571-f3e2-aa78264afb99","Yes","Yes",1
"9KUiQfeCEeWc5xLFVM5IsQ@2","8e97d2ee-5f9b-4605-83b7-83bc74def75d","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@8","a28d01b1-da29-4973-c680-683e42768daa","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@2","a28d01b1-da29-4973-c680-683e42768daa","Yes","Yes",1
"dGK4i9AXEeWJ8go9jrGl7Q@7","e5362de2-eb75-422d-85ce-8332f2ced35d","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@11","88ab4e9b-96cd-485e-e687-e7ffc93bac76","No","No",0
"9tm1JveCEeWwOA4X7vTG_Q@1","efa757b2-524d-4d98-c2ff-24dc3e485ad4","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@8","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","Yes","Yes",1
"AI8CcM6REeWRcgrL75b_bQ@10","96de681e-a8d9-451d-d979-f3425fc6dad8","9ee8c38f-8319-466d-a0d1-141ca369b790","<co-content><text>Learner didn’t identify any issue and/or solutions</text></co-content>",0
"P3kcYs6CEeW6bA4RgCmm0Q@7","145582d0-0803-4947-ba47-5e58afa111e3","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@11","f7823a36-be3b-455e-c2cd-50d776c198ab","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@12","3e231bf7-cd64-471e-a7f8-085e542ae274","99a2b0d0-519a-44de-9026-2c0ee1200f43","<co-content><text>Good - The interpretation identifies 2 things that can be interpreted from the burndown.</text></co-content>",2
"vxRFFShQEeaGtw7VJ4hX6w@1","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","63de1c8e-b348-4127-a01a-ad8e55454ab5","<co-content><text>2 of the risks were present in the Risk Plan</text></co-content>",2
"dn6ZfdEIEeWR0RIE1vRpDw@12","b32d6130-07e7-49ef-f76d-6628578479e4","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@7","731ed779-42fb-4a74-a9d6-11261018b2a0","e59be66a-431d-49b9-c712-249651487bb4","<co-content><text>Good - The interpretation identifies 2 different things that can be interpreted from the burndown</text></co-content>",2
"vwXGHChQEeaeOg6Hp9hnyw@3","vNEGLD-JOaoptGVYmtvlwP","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@6","e452af33-9bb0-4aa2-80c0-480f21e1a915","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@13","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@4","3e231bf7-cd64-471e-a7f8-085e542ae274","f4fb4409-8f5a-4dba-98b9-8ba4e705f48f","<co-content><text>Bad - The interpretation identifies one thing that can be interpreted from the burndown.</text></co-content>",1
"wIEbqihQEeaQAQovE5D5Iw@3","AHJcODZDRkNFVb7S-Ff64f","No","No",0
"ZqZRCtTbEeWHOA7t0uQ0Ww@11","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","fb739a56-6cee-457d-bb06-474762b3b039","<co-content><text>Most of time </text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@5","5a54b003-0907-4259-f9f9-2e1573a7612a","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@3","731ed779-42fb-4a74-a9d6-11261018b2a0","ee9dc9a2-f06f-445d-acc5-3f7c0bcadbb9","<co-content><text>Not complete</text></co-content>",0
"9voOH_eCEeWSPQpVZJn7FQ@9","351fc057-68fc-464f-a8c8-a974ff1977ac","No","No",0
"9LQVjveCEeWJoRIC9GAuIw@2","aa0b75af-bcea-46f8-82d6-cace74c06316","8d964f97-8bbf-490c-9a7a-57f3820f850e","<co-content><text>The learner provided 1 additional risk</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@9","a28d01b1-da29-4973-c680-683e42768daa","No","No",0
"wIEbqihQEeaQAQovE5D5Iw@2","AHJcODZDRkNFVb7S-Ff64f","Yes","Yes",1
"9hRB5feCEeWJoRIC9GAuIw@3","85d1392d-59b7-4a24-e12c-9ceda086b9db","No","No",0
"4qyWSs6NEeWzWQ7wuWBg7Q@3","5170a520-2a40-4f58-f6dc-6012f83360ef","b866b1fe-c557-4d2a-f9f3-3e86d944ccfc","<co-content><text>No ratings were provided</text></co-content>",0
"NYjqqtESEeWR0RIE1vRpDw@6","efa757b2-524d-4d98-c2ff-24dc3e485ad4","Yes","Yes",5
"ZqZRCtTbEeWHOA7t0uQ0Ww@11","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","522e41fe-7bd3-4086-fbc5-960213845a8c","<co-content><text>Some of the time</text></co-content>",2
"9rsJSfeCEeWJoRIC9GAuIw@3","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","No","No",0
"-xK13dEPEeW3igq7kvt3qw@2","279aae26-0c26-4b91-98bc-6fa6865f7b56","458d07e1-9890-4e0d-adb5-159fa1396634","<co-content><text>1 of the suggested user stories was added to Sprint 3</text></co-content>",1
"4qyWSs6NEeWzWQ7wuWBg7Q@2","aa0b75af-bcea-46f8-82d6-cace74c06316","5a97faa8-3bbf-4f1d-e39f-c73cab25926c","<co-content><text>The learner did not provide additional risks</text></co-content>",0
"wFPJjyhQEeaVWgodRB5guQ@2","96de681e-a8d9-451d-d979-f3425fc6dad8","46fe8af4-3ec7-48ee-e897-cf2152bb0463","<co-content><text>Some of the time</text></co-content>",2
"9voOH_eCEeWSPQpVZJn7FQ@8","351fc057-68fc-464f-a8c8-a974ff1977ac","Yes","Yes",1
"B7quoNEDEeW86A4dl3pnEQ@5","d682cd56-300e-4641-d842-519d4bd48250","9c79a00d-00a7-406a-8418-32ae740ca2fe","<co-content><text>Some of the risks were missing contingency plans </text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@3","3e231bf7-cd64-471e-a7f8-085e542ae274","99a2b0d0-519a-44de-9026-2c0ee1200f43","<co-content><text>Good - The interpretation identifies two things that can be interpreted from the burndown.</text></co-content>",2
"em6s9NEVEeWlfA7f_IUrbw@4","351fc057-68fc-464f-a8c8-a974ff1977ac","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@2","e0e554aa-ddd4-4451-9643-15c091940bc8","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@7","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","Yes","Yes",1
"B7quoNEDEeW86A4dl3pnEQ@4","d682cd56-300e-4641-d842-519d4bd48250","9c79a00d-00a7-406a-8418-32ae740ca2fe","<co-content><text>Some of the risks were missing contingency plans </text></co-content>",1
"9l-i1veCEeWoVw4RkdPOvQ@1","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","8847fc31-b69f-4ab9-cb11-835a91ad9c5a","<co-content><text>Learner didn’t identify any issues and/or solutions</text></co-content>",0
"9voOH_eCEeWSPQpVZJn7FQ@5","a66764d6-9126-4a91-debc-7cfd1fc72f49","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@4","00c7154f-e334-4802-800e-908d76a8ae4a","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@3","860961d0-dfba-4f98-9c29-20ca931553c9","No","No",0
"4qyWSs6NEeWzWQ7wuWBg7Q@5","aa0b75af-bcea-46f8-82d6-cace74c06316","fb688093-ebea-488c-f010-1034766e8b30","<co-content><text>The learner provided 2 additional risks</text></co-content>",2
"dn6ZfdEIEeWR0RIE1vRpDw@13","b90065ed-3ec0-4899-b895-2a94f0f5a187","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@10","88ab4e9b-96cd-485e-e687-e7ffc93bac76","Yes","Yes",1
"vufdjihQEeaLEw5C-qNm0w@3","145582d0-0803-4947-ba47-5e58afa111e3","Yes","Yes",1
"wIEbqihQEeaQAQovE5D5Iw@1","O2n4gBBNV0YKSvOuIwAkbk","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@5","1ad64563-dd56-4ce5-8a08-8d526e2c7992","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@2","b32d6130-07e7-49ef-f76d-6628578479e4","Yes","Yes",1
"wCZRVyhQEeaeOg6Hp9hnyw@3","d3c2244b-953e-4b2f-94dd-82fb1494e73c","6a7b5c61-6b41-463c-eaea-19163d3d3f0b","<co-content><text>All high risk-low priority user stories remained in the backlog</text></co-content>",2
"P3kcYs6CEeW6bA4RgCmm0Q@5","e0e554aa-ddd4-4451-9643-15c091940bc8","Yes","Yes",1
"wIEbqihQEeaQAQovE5D5Iw@3","BlKY8xk3E7XHARXEGsuPY6","zakN5RvO9Km5sGlVQvVqpy","<co-content><text>None of the user stories had two criteria provided</text></co-content>",0
"em6s9NEVEeWlfA7f_IUrbw@3","8ed85c84-05f2-4e43-a092-71288c01482d","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@8","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","No","No",0
"AI8CcM6REeWRcgrL75b_bQ@11","6f178c21-4486-4778-a98f-c6342191366b","vcwgtXm2XSpSXCP50NRMUb","<co-content><text>Satisfactory Effort - 2 pieces of feedback are provided</text></co-content>",3
"wTlH0ChQEeaOBAr7VGzUHw@2","7e609c48-6601-45c3-f916-f3408cdbf4e6","Yes","Yes",1
"9hRB5feCEeWJoRIC9GAuIw@4","e452af33-9bb0-4aa2-80c0-480f21e1a915","Yes","Yes",1
"wJGWByhQEea9ZhJKQvAauw@2","731ed779-42fb-4a74-a9d6-11261018b2a0","e59be66a-431d-49b9-c712-249651487bb4","<co-content><text>Good - The interpretation identifies two different things that can be interpreted from the burndown</text></co-content>",2
"-xK13dEPEeW3igq7kvt3qw@5","5bcc1717-2c30-4aed-c502-4b924a8e5a62","Yes","Yes",1
"ZqZRCtTbEeWHOA7t0uQ0Ww@2","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","fb739a56-6cee-457d-bb06-474762b3b039","<co-content><text>Most of time </text></co-content>",3
"o40uFM6MEeW4gBJQzjtgDw@6","529676d5-3b72-437d-8a64-9bd32d5f9e3a","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@7","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","2aad8634-8970-4533-952a-5e43ec755975","<co-content><text>Excellent</text></co-content>",3
"dGK4i9AXEeWJ8go9jrGl7Q@3","e5362de2-eb75-422d-85ce-8332f2ced35d","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@7","8cfdbd6f-240f-418d-a396-2348fdb058a9","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@4","c1b6a522-563b-45e0-87d8-4f21b096df7e","No","No",0
"8jzkN86PEeWyxApSRqwlWw@2","1a94c437-1f44-4b95-cf6c-c0f505f859a2","08ee4f79-c2cd-4c27-8534-1ebf6198c531","<co-content><text>2 high risk-high priority user stories appear in Sprint 1</text></co-content>",2
"nqhqtdAbEeWJ8go9jrGl7Q@6","b7112a15-a321-4cca-af85-9542b64995c7","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@13","7e609c48-6601-45c3-f916-f3408cdbf4e6","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@8","f7823a36-be3b-455e-c2cd-50d776c198ab","Yes","Yes",1
"9rsJSfeCEeWJoRIC9GAuIw@4","7e609c48-6601-45c3-f916-f3408cdbf4e6","No","No",0
"wFPJjyhQEeaVWgodRB5guQ@2","6f178c21-4486-4778-a98f-c6342191366b","Ls5Q4CoBM-fCEbggHhpRqf","<co-content><text>No Effort - No feedback is provided</text></co-content>",0
"ZqZRCtTbEeWHOA7t0uQ0Ww@6","41c3a084-cd57-4a2f-af00-a6a28b81c814","Yes","Yes",5
"9voOH_eCEeWSPQpVZJn7FQ@5","632c7dae-874a-402e-edea-3ce05c3fc5d0","No","No",0
"ZqZRCtTbEeWHOA7t0uQ0Ww@10","41c3a084-cd57-4a2f-af00-a6a28b81c814","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@3","f7823a36-be3b-455e-c2cd-50d776c198ab","Yes","Yes",1
"AI8CcM6REeWRcgrL75b_bQ@4","96de681e-a8d9-451d-d979-f3425fc6dad8","eb68cf60-2103-4898-9638-f6bfb3996c13","<co-content><text>Most of time</text></co-content>",3
"9hRB5feCEeWJoRIC9GAuIw@4","8cfdbd6f-240f-418d-a396-2348fdb058a9","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@8","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@6","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","Yes","Yes",1
"4qyWSs6NEeWzWQ7wuWBg7Q@5","c5d2e20b-ef1a-43f0-c34a-dff68517d111","96d2f791-8dcb-4417-af65-49348bd99dba","<co-content><text>Some of the risks had reasonable contingency plans</text></co-content>",1
"NYjqqtESEeWR0RIE1vRpDw@4","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","e1a09d8b-1c10-4031-d556-b1443179bd3c","<co-content><text>Some of the time</text></co-content>",2
"AI8CcM6REeWRcgrL75b_bQ@8","96de681e-a8d9-451d-d979-f3425fc6dad8","eb68cf60-2103-4898-9638-f6bfb3996c13","<co-content><text>Most of time</text></co-content>",3
"dGK4i9AXEeWJ8go9jrGl7Q@7","e452af33-9bb0-4aa2-80c0-480f21e1a915","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@13","3e231bf7-cd64-471e-a7f8-085e542ae274","e6050174-854f-4a6c-be05-2085861debe8","<co-content><text>Excellent - The interpretation identifies at least 3 things that can be interpreted from the burndown.</text></co-content>",3
"-xK13dEPEeW3igq7kvt3qw@7","365079e6-4b20-4cc9-e9e1-b36f4c418e4d","70302c3d-8d32-47c6-963c-ea273e90e235","<co-content><text>All suggested user stories were removed from Sprint 3</text></co-content>",4
"dn6ZfdEIEeWR0RIE1vRpDw@9","5a54b003-0907-4259-f9f9-2e1573a7612a","Yes","Yes",1
"9ffhC_eCEeWkJA7vZIsK9Q@3","96de681e-a8d9-451d-d979-f3425fc6dad8","06b613e0-6371-4c02-d9ab-7df4101ee14c","<co-content><text>Rarely</text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@4","b32d6130-07e7-49ef-f76d-6628578479e4","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@2","f7823a36-be3b-455e-c2cd-50d776c198ab","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@8","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","2aad8634-8970-4533-952a-5e43ec755975","<co-content><text>Excellent - The interpretation identified at least 3 things that can be interpreted from the burndown</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@12","3e231bf7-cd64-471e-a7f8-085e542ae274","48fdd3c7-12a8-412f-b8a2-1f63603625e4","<co-content><text>Not complete</text></co-content>",0
"9l-i1veCEeWoVw4RkdPOvQ@4","41c3a084-cd57-4a2f-af00-a6a28b81c814","e5H96beDfdICob1D3AYYc8","<co-content><text>Excellent Effort - 3 pieces of feedback are provided</text></co-content>",5
"P3kcYs6CEeW6bA4RgCmm0Q@10","145582d0-0803-4947-ba47-5e58afa111e3","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@5","c1b6a522-563b-45e0-87d8-4f21b096df7e","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@7","e5362de2-eb75-422d-85ce-8332f2ced35d","No","No",0
"9tm1JveCEeWwOA4X7vTG_Q@2","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","106ad225-70b1-44f6-fa7c-fa1bdd4cd0b3","<co-content><text>Most of time</text></co-content>",3
"9rsJSfeCEeWJoRIC9GAuIw@1","9ff63e4e-58bf-4632-ff60-e611f447322a","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@3","00c7154f-e334-4802-800e-908d76a8ae4a","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@12","5a46ec77-fd00-4ecc-c241-d931b7df0233","Yes","Yes",1
"25sis86eEeWljg6vNXStKQ@6","9990b547-ab7a-4618-8469-ccfeda4721a7","g_jtgCKH17UmY2G7aGDgE_","<co-content><text>Excellent Effort - Learner provided a complete representation of the product and included necessary details.</text></co-content>",3
"9rsJSfeCEeWJoRIC9GAuIw@8","c1b6a522-563b-45e0-87d8-4f21b096df7e","Yes","Yes",1
"8jzkN86PEeWyxApSRqwlWw@5","5d48005e-49d4-4571-f3e2-aa78264afb99","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@5","7e609c48-6601-45c3-f916-f3408cdbf4e6","Yes","Yes",1
"9tm1JveCEeWwOA4X7vTG_Q@2","efa757b2-524d-4d98-c2ff-24dc3e485ad4","3UVabtrhLwCFF_W5l5Lji9","<co-content><text>Satisfactory Effort</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@11","b32d6130-07e7-49ef-f76d-6628578479e4","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@5","b32d6130-07e7-49ef-f76d-6628578479e4","Yes","Yes",1
"wVhBSyhQEeaVWgodRB5guQ@2","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","e1a09d8b-1c10-4031-d556-b1443179bd3c","<co-content><text>Some of the time</text></co-content>",2
"9n-Hi_eCEeWYNAoGmttnCw@1","f5615126-c42e-42d6-9238-c5028e441fdd","e7de1c51-4f65-478b-de49-97ade6f00c56","<co-content><text>No ratings were provided </text></co-content>",0
"dn6ZfdEIEeWR0RIE1vRpDw@2","7e609c48-6601-45c3-f916-f3408cdbf4e6","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@3","b90065ed-3ec0-4899-b895-2a94f0f5a187","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@4","d201f007-3c1a-4a49-cb67-205a2acc37e4","No","No",0
"B7quoNEDEeW86A4dl3pnEQ@9","d682cd56-300e-4641-d842-519d4bd48250","9c79a00d-00a7-406a-8418-32ae740ca2fe","<co-content><text>Some of the risks were missing contingency plans </text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@1","a66764d6-9126-4a91-debc-7cfd1fc72f49","Yes","Yes",1
"25sis86eEeWljg6vNXStKQ@4","9990b547-ab7a-4618-8469-ccfeda4721a7","Yes","Yes",5
"9voOH_eCEeWSPQpVZJn7FQ@7","b557bab7-f065-4943-ef08-a9a5b3504dcd","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@8","00c7154f-e334-4802-800e-908d76a8ae4a","Yes","Yes",1
"9tm1JveCEeWwOA4X7vTG_Q@1","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","c29a6fa3-cf45-4554-da2d-5ce7a6afd641","<co-content><text>Learner didn’t identify any issue and/or solutions</text></co-content>",0
"wTlH0ChQEeaOBAr7VGzUHw@2","b90065ed-3ec0-4899-b895-2a94f0f5a187","Yes","Yes",1
"AI8CcM6REeWRcgrL75b_bQ@7","96de681e-a8d9-451d-d979-f3425fc6dad8","eb68cf60-2103-4898-9638-f6bfb3996c13","<co-content><text>Most of time</text></co-content>",3
"em6s9NEVEeWlfA7f_IUrbw@9","b557bab7-f065-4943-ef08-a9a5b3504dcd","Yes","Yes",1
"dGK4i9AXEeWJ8go9jrGl7Q@7","85d1392d-59b7-4a24-e12c-9ceda086b9db","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@11","145582d0-0803-4947-ba47-5e58afa111e3","No","No",0
