discussion_question_id,ualberta_discussions_user_id,discussion_question_title,discussion_question_details,discussion_question_context_type,course_id,course_module_id,course_item_id,discussion_forum_id,country_cd,group_id,discussion_question_created_ts,discussion_question_updated_ts
"n0BU7ShlEealng5zBIyoKQ",30fd1f134b0d7024c4a04c3f1694d1863503cce1,"Hi from VA","<co-content><text>Justin here from VA. I have been in IT security business for the last 9 years pre and post sales roles before becoming a product manager at a startup company. I am taking this specialization to become more familiar with agile software development practices and techniques. The courses have been pretty good up to this point and I am looking forward to what the capstone has to offer.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-06-02 01:59:20.998,2016-06-09 08:43:37.88
"1Mh2XPIKEeWeyQ6xu8k3Vw",8b11f30c6670ade77104a68ae661507fcd9d2311,"Hello from Washington DC","<co-content><text>Hello, i am a former engineer and now a Product Manager who has worked for both large and small companies as well as founded two companies. I love learning daily and this class is an in-way for me to take my PM skills to the next level and continually improve my problem solving skills in an ever changing Tech world ---Tony</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-24 21:53:23.817,2016-06-09 07:46:48.976
"OkBSTiW5EeaBEw6P57up1w",13f8bad8e6ca00b29933ee033a7889b30ea340c8,"Assignment Grading Confusion","<co-content><text>Hi,</text><text>I am confused with conflicting info being displayed for my assignment gading.</text><text>On Assignments main page it show 0 for both assignments in 3.12 - however when I go into these individual assignments I see following</text><text>Assignment: 3.12: Assignment: Iteration Plan for Sprint 1 (Graded)</text><text>You passed!</text><text>Congratulations. You earned 8 / 10 points.\\n</text><text>\\n</text><text>Review Classmates: 3.12: Assignment: Iteration Plan for Sprint 1 (Graded)\\n</text><text>Reviews\\t3 complete\\n</text><text>Well done!\\n</text><text>You've sent 3 classmates valuable feedback that will help them improve.</text><text/><text>So, please advise what I have done wrong.</text><text>Thanks</text><text>Vivek</text></co-content>","week","99SZyjVxEeW6RApRXdjJPw","","","","","",2016-05-29 16:20:15.785,2016-06-09 08:40:27.145
"O7IHVSOOEearfA7hVcWeXw",13f8bad8e6ca00b29933ee033a7889b30ea340c8,"Release planning tool","<co-content><text>Hi Teaching Staff,</text><text>I am looking for help to locate release planning tool - please advise where I can locate it to start using it.</text></co-content>","week","99SZyjVxEeW6RApRXdjJPw","","","","","",2016-05-26 22:07:27.523,2016-06-09 08:38:38.92
"p16UPDrfEeaQYwrcKTQWAQ",13f8bad8e6ca00b29933ee033a7889b30ea340c8,"Personal Experience - Eye Opening","<co-content><text>My favorite parts\\n</text><text>\\tThe interactive videos where we were directing the conversation further by asking right questions. This really was a test on how well you understood the previous 5 courses and how informed we were about the project. This tool helped us to really have real life experience without the fear of added pressure of an actual project.\\n</text><text>The transcript at the bottom of each video was of immense help, as I am an avid notes taker and I was able to refine my adjustment / notes by reading through those transcripts.\\n</text><text>The response from instructors was lightning fast, one of the best SLAs I have seen on Cousersa. THANK YOU !!\\n</text><text>Overall experience\\n</text><text>\\tA very practical way of learning and utilizing all the concepts learned via this capstone project. I was so addicted that I finished whole specialization course of 24 weeks in 11 weeks. I truly enjoyed each and every session.\\n</text><text>The ratings/peer review based assignment was also an added advantage, as you learn from other people's perspective which you may never think of. There are many great people out there. It was a quite a learning experience to get feedback from peers and read their viewpoints and improve our understanding. THANK YOU EVERYONE who graded my assignments and helps me extract more out of this course.\\n</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-06-25 14:18:14.149,2016-06-25 14:18:14.149
"1FXYpxq0EeasSgqcZTBEmw",13f8bad8e6ca00b29933ee033a7889b30ea340c8,"Program Manager to Product Manager","<co-content><text>Fellow Learners,\\n</text><text>Hello / Namaste / Shalom / Ahalan / Bonjour / Nei Ho / Hola</text><text>I am working as a Program Manager for five years and is looking for next step in my career, and having a technical and business education backgroud, I found SPM to be the right direction. So here I am sailing smoothly towards my specialization with all of you eager and enthusiatic leaners.</text><text>I am excited to be part of this specialization course to prepare myself and ready for that next opportunity which I will create by exploring options within my organisation.</text><text>Good Luck to all of us and let's start the fun.</text><text>Cheers</text><text>Vivek</text><text>@grgvvk</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-15 15:51:04.021,2016-06-09 08:28:37.109
"SwyM-g6yEeaAVhLVpQtKaw",ad113ef42cb704e4376d958cfaf629d874f2b24c,"Will you need Community TA for the next edition?","<co-content><text>Hello Morgan, Kenny and Bradley!</text><text> As I commented in other posts, you've done an awesome job putting all this together!</text><text>I was wondering if like other Coursera courses, you will ask past students to give support to the students of the next edition of the course, becoming Community TAs? (like in Better leader, Richer life from Wharton for instance).</text><text>I would be interested in helping new students (I am a PM myself at an Internet company).</text><text>Kind regards</text><text>Loïc</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","VUcbW","","","","",2016-04-30 09:02:40.746,2016-06-09 08:17:17.115
"6YIRufDPEeWeyQ6xu8k3Vw",ad113ef42cb704e4376d958cfaf629d874f2b24c,"Hi from Barcelona, Spain","<co-content><text>Hello!</text><text>I'm Loïc, I'm French but I've been living in Spain for 10 years.</text><text>I have been working as a Software Product Manager for an e-commerce company for a bit more than 6 months now. Before that, I had been working as a Program/Project Manager, in different industries and mainly in large companies for around 7 years. My first job after the university was as a programmer.</text><text>Regarding my education, I own a MS in Computer Science and an MBA. I am also a Certified Scrum Master and I did several Kanban training.</text><text>I decided to enroll in this course because I was looking for some kind of \"formal\" education on Product Management. I learn everyday from my boss and colleagues, but I wanted to know more about best practices, I was looking for tools to do my job better and that's what I have found here. I can't wait to start the capstone project!</text><text>Talk to you soon on the forum!</text><text>Loïc</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 08:19:07.118,2016-06-09 07:45:34.235
"Iwv9tQ6wEeaNagrozOF-VQ",ad113ef42cb704e4376d958cfaf629d874f2b24c,"Great course and awesome capstone project!","<co-content><text>Thank you very much to everybody who has made this experience possible, \\nyou have done a great job and it has been very useful. I have already \\nrecommended this course to PMs and devs I know, and my boss (Product \\nDirector) asked my to do a presentation of what I've learned to the \\nothers PMs.</text><text>Congrats on creating this course, it is truly awesome!</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-04-30 08:47:14.64,2016-06-09 08:17:16.524
"BOiNuvBEEeWK_Q7eN25hdw",aa363d601e74692cb193c319e6c2f6e44054b7fe,"Greetings from Ukraine","<co-content><text>Hello everyone!</text><text>My name is Kristina and I enjoy to be part of this capstone with you. Good luck!</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 15:37:43.546,2016-06-09 07:44:50
"hthyO_H9EeWWORKcDoY1lQ",052da0970cdae7cf4de186fc99cb19e9bbcfd46d,"Wireframing resources","<co-content><text>Just an  FYI for 3.13 :</text><text>Review of a bunch of wireframe tools:</text><text><a href=\"http://www.creativebloq.com/wireframes/top-wireframing-tools-11121302?page=1\"/><a href=\"http://www.creativebloq.com/wireframes/top-wireframing-tools-11121302?page=1\">http://www.creativebloq.com/wireframes/top-wireframing-tools-11121302?page=1</a></text><text>Free one I'm using:</text><text><a href=\"http://pencil.evolus.vn/Default.html\">http://pencil.evolus.vn/Default.html</a></text><text>Fell free to connect with me on Linkedin: <a href=\"https://www.linkedin.com/in/christopherrluiz\">Link</a></text><text>Chris</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-03-24 20:18:09.602,2016-06-09 07:46:46.163
"mKQzKO-oEeWTdBIkpCpI1Q",052da0970cdae7cf4de186fc99cb19e9bbcfd46d,"Hello from Denver CO","<co-content><text>Hello all,  I'm a current product manager for a company that makes physical products. I am transitioning into a software oriented role and took this series of classes to fill in gaps in my knowledge base. If anyone would like to connect feel free to message me on linkedin: https://www.linkedin.com/in/christopherrluiz</text><text>Enjoy the final course,</text><text>-Chris</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 21:05:09.911,2016-06-09 07:44:08.252
"pUXHuRurEeaLhQ74Ufc-sQ",a590c973b734fda6bfd87087103326408795dea7,"Hello from Bocholt, NRW, Germany","<co-content><text>Hi all,</text><text>would like to say hello and wish you all lots of fun in this course.</text><text>Kind regards</text><text>Christian Breuer</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-16 21:17:50.755,2016-06-09 08:30:09.461
"OXLPYh9XEeaIERIKn_tddw",a590c973b734fda6bfd87087103326408795dea7,"Can we do the whole cours in one week? Or do we need to wait?","<co-content><text>Hi,</text><text>i am a bit confused because of the second week has just Assignments. </text><text>Kind regards</text><text>Christian</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","VkCzk-VgEeWQyBIVkjssHw","","",2016-05-21 13:23:36.782,2016-06-09 08:33:38.805
"JGDDGyMiEearfA7hVcWeXw",a590c973b734fda6bfd87087103326408795dea7,"Should i change my requirements documentation before posting again","<co-content><text>Hi,</text><text>i had comments on the document from my peers from 1.9. </text><text>Should I now change the reuirements document to make it better?</text><text>Kind regards</text><text>Christian</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","ch4H9","","","",2016-05-26 09:13:42.756,2016-06-09 08:38:04.728
"xk0p4z2mEeaS0w6RXgoWAw",6904f68e4f46ffae5f6b4caa8dddab55a911e05a,"loved it","<co-content><text>i loved the courses.  i think the capstone was the best one.  the way it was done with the simulated meetings, etc. were very useful</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-06-29 03:08:38.219,2016-06-29 03:08:38.219
"SjvQnRw_EeaPqRI66g-Cyw",6904f68e4f46ffae5f6b4caa8dddab55a911e05a,"Intro for Michelle","<co-content><text>Hello everyone. My name is Michelle. I've been an official product manager for 4 years and an unofficial product manager for about 4 years prior to that. I'm taking this series or courses to expand my knowledge and better myself at work. Looking forward to the class</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-17 14:54:43.533,2016-06-09 08:30:50.151
"L4Uolj2mEeaVABKtWz_zNw",6904f68e4f46ffae5f6b4caa8dddab55a911e05a,"week 6 assignment","<co-content><text>Hello</text><text>one of the people that graded my week 6 assignment answered no to things that were clearly there.  for example, if it was the right file format, if i had labels on the x &amp; y axis, things that were not really up for interpretation.  There were some minor changes that I needed, so I did them and resubmitted.  Just wanted to point out that the first round of grading was not accurately done.</text></co-content>","week","99SZyjVxEeW6RApRXdjJPw","","","","","",2016-06-29 03:04:25.25,2016-06-29 03:04:25.25
"2mfwpvWiEeWi3hK4t5iOYw",d4ea72bf32e002835183b1a557e40cd2073e70cc,"Missed taking screen shots","<co-content><text>I'm afraid I missed the instruction to make sure I take screen shots of the previous assignment.  My mistake, it makes it impossible to complete or even attempt assignment two and I am thinking my only option is to drop the course.  I'm not sure when it will be offered again. </text><text>Do I need to drop the course, and do you have a date for when the course will be offered again?</text><text>Thank you. </text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","axsNt","","","","",2016-03-29 11:39:10.242,2016-06-09 07:50:53.505
"kG74Ohr1Eea2HQ7RJsoMiQ",450f73ea78213831a3b325c72c922d639d9143e1,"Crossing the chasm:  HW to SW Product Management","<co-content><text>Hi All,</text><text>My name is Suzette and I have spent the last 13 years as a Product Management Leader for a high tech hardware company based in silicon Valley.  As I look around the industry, it is apparent that future growth lies with relevant software companies.  With that said, I wanted to educate myself on the nuances behind SW product management and I feel this certification has been very helpful.  I look forward to applying what I have learned!</text><text>Good Luck!</text><text>Suzette</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-15 23:34:27.388,2016-06-09 08:28:59.647
"POyzdA8EEea84w5Krj7Aqw",e4fd1fd6a3e6f27f2b4700f09199b615fca8560e,"Need three volunteers for a quick review 5.2 Assignment: Risk Plan Update","<co-content><text>Hello everyone, I am needing a quick review on 5.2 Assignment: Risk Plan Update, please.</text><text>It is greately appreciated !!!!</text><text>\\n\\n<a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/YRR22/5-2-assignment-risk-plan-update-graded\">https://www.coursera.org/learn/software-product-management-capstone/peer/YRR22/5-2-assignment-risk-plan-update-graded</a></text><text/><text/><text/><text/><text/><text/></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-30 18:49:15.781,2016-06-09 08:17:30.65
"LrtfBRx9Eea7ohIwwrERow",25403e6450c529fe716b69c9763a861fef34200c,"Hello from Down Under - New Zealand","<co-content><text>Hi All,</text><text>Name is Abdullah Shaikh from Auckland, NZ. Have been doing Project management in waterfall environments for a while .... now time to brush up to Agile. Looking forward to learning from you all. Cheers</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-17 22:17:46.19,2016-06-09 08:31:10.62
"HOLDpvGhEeWqSQ7kx0rpLQ",d7b70b426213bea8eff985dde367c899723a2adb,"Submission question -> older version assignment","<co-content><text>Hello,</text><text>I happen to have submitted the assignment before assignment was changed (2 screenshots and 2 links, found links in Google Docs), will this have an impact?  Given now the new submissions are all updated assignment.  Do I need to resubmit with new requirement?</text><text>Thanks,</text><text>David</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","ch4H9","","","",2016-03-24 09:16:38.132,2016-06-09 07:46:20.874
"4Y3hPe_hEeWcTQpIg9bO1w",d7b70b426213bea8eff985dde367c899723a2adb,"Hello from Taiwan","<co-content><text>I'm David, and I'm from Taiwan working in China.</text><text>I currently work for an ecommerce site in China as a director, I hope i can apply the skills I learned here to the project we are kicking off soon.</text><text>Ciao,</text><text>Daivd</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 03:55:13.552,2016-06-09 07:44:29.668
"DG9LBvAjEeWK_Q7eN25hdw",d7b70b426213bea8eff985dde367c899723a2adb,"To Staff: 3.4 Decision tree -> Contents missing?","<co-content><text>Hello, I think there are portions of contents missing for Account-related stories.  When I selected account-related stories, what's being communicated is \"Other Features\" where the browsing, searching, dictionaries etc. were talked about.  But the account log-in portion in the excel was not talked about.  I tried replay the video several time and still could not get to the video where Account stories were discussed.</text><text>Please help check, thanks.</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-03-22 11:41:42.781,2016-06-09 07:44:41.842
"zb2P6-_wEeWFuw7QEATDpw",d7b70b426213bea8eff985dde367c899723a2adb,"Where are the filters?","<co-content><text>I'm having trouble finding the filters to \"Projects I have reviewed\".  Please help where I can locate the appropriate filters.  Attached is the screenshot of the Review Classmate screen I am seeing.</text><text/><img assetId=\"wM19Ue_wEeWdog4J34Sclw\" alt=\"\"/><text/></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","ch4H9","","","",2016-03-22 05:42:02.761,2016-06-09 07:44:32.488
"ZCioZSqCEeah7Ap12GQcTQ",177da4a56e5093dfe11437b511b70395894885ab,"NUMBER OF STORY POINTS FOR RELEASE/INTERATION PLAN","<co-content><text>Hi. For the release plan, are we placing all user stories into the first three iterations or can I stick to the 15 story point average we learned in the previous courses? Twenty-eight story points jammed into three sprints seems like a ton of work for three developers. Thanks, Mike</text><text/></co-content>","week","99SZyjVxEeW6RApRXdjJPw","","","","","",2016-06-04 18:30:19.588,2016-06-09 08:45:18.622
"YAUZKCKfEeaSbhIJy3C38Q",177da4a56e5093dfe11437b511b70395894885ab,"Hello from Seattle...","<co-content><text>Im Mike from just north of Seattle, WA. Ive been in Healthcare Management for the last fifteen years and have a BSIT degree and an MBA. I took this specialization to become familiar with agile practices and to make myself a little more relevant in the job market due to an upcoming career change. Ive really enjoyed the courses and have acheived exactly what I was hoping to do. Thanks. </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-25 17:37:38.747,2016-06-09 08:37:33.092
"XOPp7zszEeaVABKtWz_zNw",177da4a56e5093dfe11437b511b70395894885ab,"Great Specialization! Well Worth The Money","<co-content><text>I have thoroughly enjoyed this course and the entire specialization. The instructor staff did a spectacular job, especially in this odd online environment, of getting us the necessary information in an understandable and usable format. I've taken numerous online courses and those in this specialization rank with the best.</text><text>Some of my favorite aspects were:</text><text>-Capstone video format. I really enjoyed the \"story\" format and how our decisions could really change the direction of the project. It really added some realism to the environment and showed how not getting a complete elicitation of requirements is a bad thing.</text><text>-Assignments. They were great and honestly, I would have liked to have more. Deliverables like story boards and others that weren't required would have been nice, especially for someone who is not a software PM.</text><text>-Course correction on the fly. I loved the way Morgan responded almost immediately to fix issues in the course format. Great job.</text><text>-Course materials. The reading material was also great. It wasn't so in-depth that I wasn't able to absorb it in the realistic amount of time I had. It wasn't a textbook, but it was done very well and I'll refer to it in the future.</text><text>-Discussion forums. While I didn't participate alot, they did work for me. I was able to use them as a resource and hope some of my comments may have helped others. I should have used them more.</text><text>-Coursera UI. The UI was a little glitchy at times, but not bad.</text><text>Overall, I really enjoyed this specialization and got exactly what I wanted out of it. I'll recommend it to others and am already starting my next specialization. You can't beat the knowledge gained and actual certificate for the money.</text><text>Thanks to the UOA team.</text><text>Mike Garritson</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-06-26 00:17:26.919,2016-06-26 00:17:26.919
"YNyWq_UMEeWSBxKpjBqu3Q",b1d3f3b702bc155606c8970965a0c7cfa5aec4b4,"Hi from Sweden","<co-content><text>My name is Vishnu Chanduka and will participate in Capstone project.</text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-28 17:42:01.815,2016-06-09 07:49:59.371
"OJjMsPAXEeWK_Q7eN25hdw",a9fcc503b93b2405d430191a62ea0bfa3b9bc5b7,"Introducing myself","<co-content><text>Hi everyone! I'm Rodney from Ireland. I'm currently working as a Product Owner for a small software startup so this course has been really useful to be so far. Looking forward to seeing how the Capstone project progresses...</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 10:17:02.912,2016-06-09 07:44:39.257
"6yPLle-iEeWcTQpIg9bO1w",af533097c000c6f0d5584abee53d8efbf08821c4,"Hello from London, UK","<co-content><text>Hi!</text><text>I'm Daniel, working for a management consulting firm here in London. I took the course as I wanted to get a structured overview of agile techniques.</text><text>I'm already very excited about the simulated software project that we are about to deliver as part of this capstone project.</text><text>Cheers,</text><text>Daniel</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 20:24:31.34,2016-06-09 07:44:06.329
"FHsib_egEeW3UQqDzupm-w",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"Kat's corrections on US","<co-content><text>So far i love this simulation i find this situations very realistic (mostly their personal reactions i'm starting to think they're not actors) (though everything goes a little bit too good and polite in that team ;) )</text><text>But from a student POV i think that Kat's correction on User Stories would have been more valuable on previous weeks, maybe before the user story assignment. </text><text>IMHO.</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","VsPwR","","","",2016-04-01 00:24:21.511,2016-06-09 07:53:09.182
"JOTaH_owEeWqpApEWVJglQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"T^T","<co-content><text>Thanks to everybody that made the course. And congratulations to everyone that made it :')</text><text>GG, WP.</text><text/></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","bAOFD","","","",2016-04-04 06:40:38.902,2016-06-09 07:55:46.915
"eLfzr_iIEeWs9Q5ernAFuQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"Doubt with assignment 5.10","<co-content><text>I'm having some doubts regarding this assignment, but i don't want to spoil the answers to those who haven't done it. </text><text>Anyone who done it correctly is available for a couple of emails abut it?</text><text/></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","fFMh9","","","",2016-04-02 04:07:52.923,2016-06-09 07:54:01.309
"2_bMi_FFEeWqSQ7kx0rpLQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"Hi from Argentina","<co-content><text>I'm very happy to have reached here.  I love this course so far.</text><text>I have quite some experience as a developer, and also as a manager. I've started coding like 14 years ago, (wow html wasnt even a thing...) but i like to remain humble.  I'm already an agile project manager but i learned all by myself. This course is giving me the confidence and structure to work more fluidly.</text><text>My jobs are very varied, i work at an university teaching Process Optimization (and former Java teacher), and independently teaching about programming on many languages as well as design and analysis for university students. And also i've founded my very humble VideoGame studio which i work on the time i can. </text><text>I am very passionate about software coding, design, and managing, as well as video games, hacking and people.</text><text>I find that as a project manager i can mix all that up :) </text><text>(and yeah i'm thinking on gamifying project management)</text><text>(also i am addicted to music, and like to make friends and learn languages (spoken :) not only coding ones))</text><text>You can see more here <a href=\"https://ar.linkedin.com/in/nande\">https://ar.linkedin.com/in/nande</a></text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 22:23:25.009,2016-06-09 07:46:06.135
"RW24dfo0EeWRJQquNiz-Jw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"(T^T)","<co-content><text>I am very happy :)</text><text>Thanks to everybody that made the course possible, and congratulations to everyone that made it!!! :')</text><text>TY, GG WP.</text><text><em>I don't know if it's ok to post the link here, i hope it is. I just wanted to share it.</em></text><text>(Please <strong>don't grade it,</strong> i don't need it and others probably will)</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/UvTVTvk4EeW3UQqDzupm-w\">https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/UvTVTvk4EeW3UQqDzupm-w</a> </text><text>If anyone want to keep in touch, here's my linkedin and an email </text><text><a href=\"https://ar.linkedin.com/in/nande\">https://ar.linkedin.com/in/nande</a> </text><text><em>nandeguard-temp (at) yahoo.com.ar</em> </text><text>(not my registered linkedin mail nor my primary one but a way to contact me)</text><text>(and if anyone needs an urgent grading let me know too (i don't have much time but i like to help))</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-04-04 07:10:11.473,2016-06-09 07:55:47.287
"uhdi3fRvEeWi3hK4t5iOYw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"Missgrading","<co-content><text>Hi, i submitted this </text><text><a href=\"https://docs.google.com/document/d/1ODvzJrsSSOD7rQDzCTZtr1lNhTXqd0ck3V3nf_fXWB4/edit?usp=sharing\">https://docs.google.com/document/d/1ODvzJrsSSOD7rQDzCTZtr1lNhTXqd0ck3V3nf_fXWB4/edit?usp=sharing</a></text><text>like 3 days ago.</text><text>The old submission is here (its obviously not available)</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2ZYdXvHVEeWWORKcDoY1lQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2ZYdXvHVEeWWORKcDoY1lQ</a></text><text>  (i removed the link because i already got all the grandings and i was suggested by the staff to remove the link so nobody grades me in vane instead of somebody who needs it)  </text><text>(i already updated it but screenshots are at the bottom)</text><text>And i think i might have gotten missrated. One peer graded me all correct, the other graded me all wrong, the result is not enough for me to pass the test.</text><text>I will re submit, of course, but as this course (and my grade) are very important to me,  i am afraid i might be missing the deadline.</text><text/><text>(yeah i know that's what i get for putting too many user stories...)</text><text/><text>SCRs:</text><text>(the document url is on the bottom)</text><img assetId=\"OKkdr_R7EeWxhApF7r2awQ\" alt=\"\"/><img assetId=\"GU4TWfR7EeWwywqelD7oVQ\" alt=\"\"/><text/><img assetId=\"JRUPSvR7EeWwywqelD7oVQ\" alt=\"\"/><text/><img assetId=\"Tiu0gvR7EeWlFg5FIXlMtQ\" alt=\"\"/><text/></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","7UTtN","","","",2016-03-27 23:00:40.531,2016-06-09 07:49:14.562
"R0h53PlQEeWYIQ4BcV9YKQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"An argentinean guy's experience","<co-content><text>I don't know if im supposed to share the link here. but the description says i'm encouraged to share. </text><text>so here it is :D</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/UvTVTvk4EeW3UQqDzupm-w\">https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/UvTVTvk4EeW3UQqDzupm-w</a> </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-04-03 03:58:09.33,2016-06-09 07:54:43.773
"jFys1_AoEeWkUAr_DMJ5Lw",1b1dc55384a89c48bff4b0ecd0d0ba84a6a5cd9d,"Hello from Slovenia","<co-content><text>I'm Tadej Remic from Slovenia. I am software architect at one of our banks.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 12:21:04.891,2016-06-09 07:44:42.907
"rdt3dfcAEeWqQwq9khhH1Q",1b1dc55384a89c48bff4b0ecd0d0ba84a6a5cd9d,"Can someone please review WK1 assignment","<co-content><text>Please review my assignment</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/FOOSufb_EeWTJgqbWXCwuQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/FOOSufb_EeWTJgqbWXCwuQ</a></text><text>Thank you </text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","NEjg6","","","","",2016-03-31 05:23:19.357,2016-06-09 07:52:30.871
