discussion_answer_id,ualberta_discussions_user_id,course_id,discussion_answer_content,discussion_question_id,discussion_answer_parent_discussion_answer_id,discussion_answer_created_ts,discussion_answer_updated_ts
"L40Rvf5uEeWHDgoRw4pwlQ",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Done...! do you know if you need more than one peer to review your work in order to have a final mark (like in previous assignments)? in any case, I would appreciate you also give me a hand rating my work...! thanks!</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/tI1Vyv5TEeWhAhJG54yYkQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/tI1Vyv5TEeWhAhJG54yYkQ</a></text><text/></co-content>","RiLnQv5mEeWW0grgb0UTkQ","",2016-04-09 16:14:50.23,2016-04-09 16:14:50.23
"315tLfRwEeWmrgpxaSyEow",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Kevin,</text><text>did you contact the course staff for your question? I can't say if you did your assignment well or not, but I think your question is a valid one.</text><text>Thanks,</text><text>Gaston</text></co-content>","rM15oPOSEeWB9gr2ttYzXQ","",2016-03-27 23:08:52.569,2016-03-27 23:08:52.569
"JDrM7P8JEeWJIg651qnFcw",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>well, don't know if that locked info it is needed for the rest of the assignments but I am continuing without waiting for that. Otherwise, I will never make it on time. Thanks for your comment</text><text>Gaston</text></co-content>","RiLnQv5mEeWW0grgb0UTkQ","wUwzUf70EeWHDgoRw4pwlQ",2016-04-10 10:44:03.229,2016-04-10 10:44:03.229
"P53QZf5vEeWjZRIrkC40zw",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks Edoardo...!</text></co-content>","dQl2Vv5uEeWZ8AoH1Zkwbw","F9E2xv5vEeWHDgoRw4pwlQ",2016-04-09 16:22:26.68,2016-04-09 16:22:26.68
"0TpRyP7UEeWHDgoRw4pwlQ",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Welcome Kenjiro... good to hear we have classmates literally across the whole world... cheers! </text></co-content>","J4e93_7TEeWS4Ar9qFG8UQ","",2016-04-10 04:29:30.145,2016-04-10 04:29:30.145
"BWywjvP-EeWbXA5c3AKwjQ",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi all,</text><text>Very interesting opinions.</text><text>I 100% agree with Omar J. and Anton G. Requirements come only from client (COO) and the expert (Literacy consultant). This is valid not just for our assignment but also for real life.</text><text>Also agreed with Siriram S comments, specially on his points 1 and 4. On top of that, we should consider that developers' opinion is crucial to determine how feasible clients' requirements are (in terms of complexity and timelines). </text><text>After discussion with developers (or technical team in general), Product Manager should have further conversations with clients to prioritise and (re)evaluate requirements, agreeing what is possible to be done in the desired time-frame.</text><text>Everything else might be done in a second phase (if parties agreed to have a second phase)</text></co-content>","A2R2hfKhEeWnOBISxifLdw","",2016-03-27 09:26:44.292,2016-03-27 09:26:44.292
"mJZpUP5uEeWS4Ar9qFG8UQ",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>thanks!!!.. that was quick..! :)</text></co-content>","RiLnQv5mEeWW0grgb0UTkQ","g9rLw_5uEeWW0grgb0UTkQ",2016-04-09 16:17:46.452,2016-04-09 16:17:46.452
"g2shygvTEeaAVhLVpQtKaw",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Good.. but, my work was done including US#39 (to have 9 SPs at the beginning of sprint 2) and already submitted my assignment. What do you suggest? to edit and re-submit it?</text><text>Cheers,</text><text>Gaston</text></co-content>","byplXQuZEeavcw5bns7DCQ","",2016-04-26 17:22:55.222,2016-04-26 17:22:55.222
"f7FQ3f5vEeWu1Q5gvOuhYQ",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I think I still need at least another one..! status still in \"grading in progress\"...</text></co-content>","dQl2Vv5uEeWZ8AoH1Zkwbw","",2016-04-09 16:24:14.182,2016-04-09 16:24:14.182
"k7OOa_XXEeWuFQ44bDlsAw",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan,</text><text>thanks for your feedback.  Let me see if I understand this well:</text><list bulletType=\"numbers\"><li><text>for assignment 2.1 (week 2) we just need to submit the URL of our Requirements document (user stories) that we created during assignment 1.9 (week 1) <strong><u>without any change</u></strong></text></li><li><text>once the document is submitted, I need to jump to Review Classmates: 2.1 section to review my peers' work. <strong>The work that will be graded is in this section</strong></text></li></list><text>So, are both points correct?</text><text>Regards,</text><text>Gaston</text></co-content>","Wi4gvfUcEeWfohJ0hvQveQ","VtiaI_XLEeWhbg4BpFa_-Q",2016-03-29 17:56:34.946,2016-03-29 17:56:34.946
"6PZuXf5uEeWjZRIrkC40zw",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>thanks Taras... however, looks like more than one peer needs to rate the work to have a final mark.. (unless I didn't pass... ups, that should be an issue...). So, I still need some help from some other pals... thanks again</text></co-content>","dQl2Vv5uEeWZ8AoH1Zkwbw","pcUzGv5uEeWjZRIrkC40zw",2016-04-09 16:20:01.299,2016-04-09 16:20:01.299
"AQsxHwvcEea0FgrDsuIyMQ",cdafa0ca57f6f32d155aaf106557b50fc670fee1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan,</text><text>you should have my email now in your inbox.</text><text>Thanks and Regards,</text><text>Gaston</text></co-content>","byplXQuZEeavcw5bns7DCQ","327jtQvTEeaNagrozOF-VQ",2016-04-26 18:23:41.96,2016-04-26 18:23:41.96
"E8BDDS2LEeah7Ap12GQcTQ",6e7ad1245c9701a8ec2c86c15fccc5a0cf629450,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks Morgan!</text></co-content>","ekiQhy1TEeaKAhJC1hWxEQ","",2016-06-08 15:10:03.645,2016-06-08 15:10:03.645
"YOu2CxlaEeauxQoPktIdZw",a45430ace29f7bc295427175c2c3c2aa30ffc7a1,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Ivan, although Spanish, I live in Mexico too! looking forward to hear from you along the capstone project</text><text></text><text>Un abrazo!</text><text></text><text>Rafa</text></co-content>","-9yBixknEeauxQoPktIdZw","",2016-05-13 22:31:04.519,2016-05-13 22:31:04.519
"6vhdlwCDEeaZDQ5TnbLmpw",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Done .., </text><text>Can you please grade mine </text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/QnRolv_KEeWHDgoRw4pwlQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/QnRolv_KEeWHDgoRw4pwlQ</a></text><text/><text>thanks</text></co-content>","alMAKf98EeWS4Ar9qFG8UQ","",2016-04-12 07:55:26.424,2016-04-12 07:55:26.424
"DV4Hk_WQEeWi3hK4t5iOYw",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>thanks .., my friend .</text><text>now waiting for the second review .</text></co-content>","HZC9JvV9EeWi3hK4t5iOYw","-YwYGvWNEeWfohJ0hvQveQ",2016-03-29 09:24:35.303,2016-03-29 09:24:35.303
"7M9I-xqMEeawBQpBGS9q9w",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>The recipient of this certificate has completed the Software</text><text>Product Management Specialization. This achievement required</text><text>mastering the knowledge and demonstrating the application of</text><text>Agile practices within software processes, requirements, planning,</text><text>and improvement to create better software products. The final</text><text>Capstone course assessed the acquired knowledge and skills in a</text><text>practical scenario involving product team interactions, which</text><text>simulated the development of a software product from inception</text><text>to delivery.</text><text/><text/><text>this is the current certificate body .</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","nG8ikRgJEeawBQpBGS9q9w",2016-05-15 11:05:25.213,2016-05-15 11:05:25.213
"k8yJH__KEeWlQw7xlSHNnQ",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello .., </text><text>Need to get rated on the first assignment for week 3 </text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/QnRolv_KEeWHDgoRw4pwlQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/QnRolv_KEeWHDgoRw4pwlQ</a></text><text/><text>as i resubmitted it .</text><text>really appreciate the effort </text></co-content>","9n_Ylv5fEeWS4Ar9qFG8UQ","",2016-04-11 09:48:43.28,2016-04-11 09:48:43.28
"8oOJ7fC9EeWqSQ7kx0rpLQ",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hey .., </text><text>Happy to find other fellows from Egypt here .</text><text/></co-content>","C1iaoPAaEeWlJhJpbKSYeQ","q2_kbvBoEeW3AhKGdOu9ew",2016-03-23 06:10:31.286,2016-03-23 06:10:31.286
"P5Wp7gw9Eeavcw5bns7DCQ",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/QNcPXAoMEeaWWg6E9amO-Q\">https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/QNcPXAoMEeaWWg6E9amO-Q</a> </text><text>same problem here two reviewers marked question \"Does the prediction line begin at approx. 92 story points at the beginning of sprint 1?\" as wrong </text><text/></co-content>","sp_f-QrhEeay7RIMsC5_hw","16nWlQsGEeaC2Qp7KBUB1w",2016-04-27 05:59:48.069,2016-04-27 05:59:48.069
"g3VEfPTVEeWuFQ44bDlsAw",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/eKYL1PTUEeWSBxKpjBqu3Q\"/><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/eKYL1PTUEeWSBxKpjBqu3Q\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/eKYL1PTUEeWSBxKpjBqu3Q</a></text><text/><text>There are no deduction for Points if u missed deadline.</text><text>only concern is that you can not get reviewed by your classmates .</text><text>That's why i guess u shared your review link.</text><text>That's what i did as well when a peer reviewed my work in one question by false. </text><text/></co-content>","uhdi3fRvEeWi3hK4t5iOYw","",2016-03-28 11:09:17.538,2016-03-28 11:14:16.059
"XblhpQw8Eea63hJ3Ni_BAw",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I have added an Adjustable floor to my chart </text><text>2 reviewers reviewed my assignment </text><text>answering this Question \"Does the prediction line begin at approx. 92 story points at the beginning of sprint 1?\" as wrong </text><text>Could you please recheck it </text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/QNcPXAoMEeaWWg6E9amO-Q\">https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/QNcPXAoMEeaWWg6E9amO-Q</a></text><text>or should i resubmit it ?</text></co-content>","WZ6c0ApPEeayPAoPBKi3uQ","NocoLAsIEeayPAoPBKi3uQ",2016-04-27 05:53:29.138,2016-04-27 05:53:29.138
"5JjG1Qw7Eea44Qp49aJR6w",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/QNcPXAoMEeaWWg6E9amO-Q\">https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/QNcPXAoMEeaWWg6E9amO-Q</a></text><text/><text>Done Can you review mine</text></co-content>","A_ES7gs9Eea84w5Krj7Aqw","DvltMAt3Eeaqig5uXwUeGw",2016-04-27 05:50:05.92,2016-04-27 05:50:05.92
"RSFCGPV-EeWbXA5c3AKwjQ",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>So the assignment is to submit the same document for assignment one </text><text>but just improve it's quality as suggested by peers who reviewed it in the first week.</text><text/><text>am i right ?! </text><text>also please review my first week assignment if possible </text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/eKYL1PTUEeWSBxKpjBqu3Q\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/eKYL1PTUEeWSBxKpjBqu3Q</a></text></co-content>","Wi4gvfUcEeWfohJ0hvQveQ","ElfDNvUjEeWmrgpxaSyEow",2016-03-29 07:17:17.916,2016-03-29 07:17:17.916
"edwgUwmiEeay7RIMsC5_hw",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>link to your assignment review to review </text><text>not the document </text></co-content>","HZC9JvV9EeWi3hK4t5iOYw","-YwYGvWNEeWfohJ0hvQveQ",2016-04-23 22:26:51.52,2016-04-23 22:26:51.52
"aDxWkvWiEeWmrgpxaSyEow",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks for reviewing ..,</text><text>Now to proceed to ambiguous assignment 2</text></co-content>","HZC9JvV9EeWi3hK4t5iOYw","",2016-03-29 11:35:58.696,2016-03-29 11:35:58.696
"Sprc2wt5EeaxsBIihWq87Q",10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Done</text></co-content>","HZC9JvV9EeWi3hK4t5iOYw","-YwYGvWNEeWfohJ0hvQveQ",2016-04-26 06:37:05.199,2016-04-26 06:37:05.199
"X3ihV_JzEeWFuw7QEATDpw",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I'd at least distinguish between \"user\" and \"account holder\". Any other user types?</text></co-content>","hE31rPITEeWkUAr_DMJ5Lw","",2016-03-25 10:21:44.157,2016-03-25 10:21:44.157
"eeYD7_QmEeWfohJ0hvQveQ",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Client first I would say. And you cannot make everyone happy. So of course you don't have to put everything that anyone says into user stories.</text><text>Which developer ideas do you mean specifically?</text></co-content>","ZPsZzvN8EeWchxJDzxANrQ","",2016-03-27 14:16:19.572,2016-03-27 14:16:19.572
"NNGf_ApgEeau9AoaFBtgPw",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Of course added stories of previous sprints need to appear here. That's partly the point of the release burndown chart.</text></co-content>","0FyjUApCEeaaAw5QcGCkqQ","",2016-04-24 21:05:00.067,2016-04-24 21:05:00.067
"3baFkQq6EeaqFhJWgHcbtw",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I used Google docs. Even works with the adjustable floor graph which I like much better. I added two columns \"Up\" which I painted transparent to push up from the the floor and \"Down\" below the floor in the same color as Story points above the floor. Story points above the floor are the third column. Plus one more column for the prediction line.</text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","",2016-04-25 07:53:58.13,2016-04-25 07:53:58.13
"k3rnGvQ0EeWfohJ0hvQveQ",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Anton, can you give an example of a user story, that needs client or parent as the role. Because the ones that Ahmed wrote down in the initial post can easily be replaced with user or reader.</text></co-content>","wIJ4pPN0EeWPyw7tSN6RVw","",2016-03-27 15:57:15.445,2016-03-27 15:57:15.445
"l8-5bwpgEeahug6qIphsqw",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I think so, too. However in the release burndown assignment we are supposed to leave it in according to the peer review grading!? I need some clarification from the teaching staff for this one.</text></co-content>","MgpquwkXEeay7RIMsC5_hw","",2016-04-24 21:07:46.149,2016-04-24 21:07:46.149
"DjxmGQq7EeamMA4cfDGJIw",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Also check out https://www.coursera.org/learn/software-product-management-capstone/discussions/hcCu6gZLEeaGYRLQcnuUpQ</text></co-content>","aRO7-AZQEeaHBA6TeOVQuw","",2016-04-25 07:55:19.538,2016-04-25 07:55:19.538
"W7Sx4fN1EeWmrgpxaSyEow",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Exactly. And I as the product manager then convince the client that voice recognition is not needed for the comprehension test but that this could become another test for fluency and that this fluency test is not feasible and therefore out of scope for any early release.</text><text></text><text>Still I think this point in the review task should just say: Did the learner include a user story for a reading comprehension test. Leave voice recognition out of it.</text></co-content>","EmssxPNoEeWwfgrZnMB2OQ","",2016-03-26 17:08:27.996,2016-03-26 17:08:27.996
"uG5GNfQlEeWbXA5c3AKwjQ",d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>In general you should always use the primary user for user story. Clients and parents don't use the product, so why should you need them for the user stories? In the client videos I didn't find anything about parents who are supposed to track the children's progress. And the TED-video is clearly about learning without supervision.</text></co-content>","wIJ4pPN0EeWPyw7tSN6RVw","w91qVfN8EeWi3hK4t5iOYw",2016-03-27 14:10:54.987,2016-03-27 14:10:54.987
"xQe78CuCEeayaAoFBq8aPw",878830a9b818b81363487ce24d44ea97cf8dfc5b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I have a different problem... I still need to review 2 more submissions and there is \"No Submissions Available\"</text></co-content>","YA7KcyezEeaaVA48G_0dEQ","",2016-06-06 01:05:33.274,2016-06-06 01:05:33.274
"AB2QEQmlEeadCAokotFXQQ",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks!</text><text>here is it</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\"/><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>KR</text></co-content>","HZC9JvV9EeWi3hK4t5iOYw","-YwYGvWNEeWfohJ0hvQveQ",2016-04-23 22:44:55.757,2016-04-23 22:44:55.757
"vVELIwlEEeaL5BLpvnSErQ",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","RiLnQv5mEeWW0grgb0UTkQ","_tsC6f52EeWa4BJaeUokOQ",2016-04-23 11:15:52.001,2016-04-23 11:15:52.001
"jKDm2glEEeau9AoaFBtgPw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","dQl2Vv5uEeWZ8AoH1Zkwbw","nCdJn_50EeWZDQ5TnbLmpw",2016-04-23 11:14:30.316,2016-04-23 11:14:30.316
"ICOlWQpaEeau9AoaFBtgPw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well (if you didn't):</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course.. This is my last assignment....</text><text>thank you in advance!</text></co-content>","W73ldgmJEeapsg5V67N9Xw","12XZZwomEeapsg5V67N9Xw",2016-04-24 20:21:28.392,2016-04-24 20:21:28.392
"75OyKAl7EeadCAokotFXQQ",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","nPzVPgfhEeaFxAruJmtipQ","",2016-04-23 17:50:58.644,2016-04-23 17:50:58.644
"q4NsHwpaEeaWWg6E9amO-Q",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks Raya,</text><text>good luck!</text><text>Vlad</text></co-content>","7gR_ego3Eeau9AoaFBtgPw","nvPW2Qo6Eeay7RIMsC5_hw",2016-04-24 20:25:22.223,2016-04-24 20:25:22.223
"twuAYQpZEeahug6qIphsqw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello Raya,</text><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course.. This is my last assignment....</text><text>thank you in advance!</text></co-content>","7gR_ego3Eeau9AoaFBtgPw","nvPW2Qo6Eeay7RIMsC5_hw",2016-04-24 20:18:32.073,2016-04-24 20:18:32.073
"E4CVGQmgEeayPAoPBKi3uQ",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done - thanks</text></co-content>","h8ectwRBEeamGg7Dz_SaMQ","R6K-2AlFEeadlgpmDmXjOw",2016-04-23 22:09:40.799,2016-04-23 22:09:40.799
"q7xPXApdEeayPAoPBKi3uQ",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Kathleen - Thank you very much! Now i am finished all my assignments :)</text><text>Best regards!</text><text>Vlad</text></co-content>","W73ldgmJEeapsg5V67N9Xw","12XZZwomEeapsg5V67N9Xw",2016-04-24 20:46:51.086,2016-04-24 20:46:51.086
"bUFT3glFEeadlgpmDmXjOw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Frederica,</text><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","h8ectwRBEeamGg7Dz_SaMQ","PKlCiwTGEeagVwrGhMvzTw",2016-04-23 11:20:47.177,2016-04-23 11:20:47.177
"ELkLeglDEeaC2Qp7KBUB1w",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Done!,</text><text>please a favour in return</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>Thanks!</text></co-content>","SvGw_faoEeWuFQ44bDlsAw","17e_b_eGEeWqpApEWVJglQ",2016-04-23 11:03:52.94,2016-04-23 11:03:52.94
"xeYd3glDEeau9AoaFBtgPw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Sidney - done. Please a favour in return:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>Thanks in advance!</text></co-content>","alMAKf98EeWS4Ar9qFG8UQ","",2016-04-23 11:08:56.903,2016-04-23 11:08:56.903
"HssN8QmgEeatoxIqWXQc8Q",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done - thanks!</text></co-content>","h8ectwRBEeamGg7Dz_SaMQ","BGAMVQmREeatoxIqWXQc8Q",2016-04-23 22:09:59.742,2016-04-23 22:09:59.742
"BwmZqAlCEeatoxIqWXQc8Q",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done Mohamed,</text><text>please do for me too - same problem:</text><text><a href=\"https://docs.google.com/document/d/1BWoNX3BoPkAO1Zqxg2OCRh-h5WeQaZW44Ol4GuqIExw/edit?usp=sharing\">https://docs.google.com/document/d/1BWoNX3BoPkAO1Zqxg2OCRh-h5WeQaZW44Ol4GuqIExw/edit?usp=sharing</a></text><text>thanks in advance!</text></co-content>","HZC9JvV9EeWi3hK4t5iOYw","-YwYGvWNEeWfohJ0hvQveQ",2016-04-23 10:56:27.194,2016-04-23 10:56:27.194
