peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_type,peer_assignment_review_schema_part_order,peer_assignment_review_schema_part_prompt,peer_assignment_review_schema_part_maximum_score
"9rsJSfeCEeWJoRIC9GAuIw@4","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@9","e79dfc4b-645b-44c4-e259-dd6de1221ff0","yesNo",4,"<co-content><text>Did the learner include a user story about the product being mobile/available anywhere (or similar wording)?</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@4","85d1392d-59b7-4a24-e12c-9ceda086b9db","yesNo",2,"<co-content><text>Does the prediction line point to a 6th day with no total effort remaining?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@4","1916a944-deb0-4ba1-f393-d9f1a2d04db2","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"9kBa5PeCEeWcIwpe-uKM9Q@3","cbc5f958-c7ba-40dc-a8ff-e373d366b0bc","multiLineInput",0,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"9JWR-PeCEeWcIwpe-uKM9Q@2","e79dfc4b-645b-44c4-e259-dd6de1221ff0","yesNo",4,"<co-content><text>Did the learner include a user story about the product being mobile/available anywhere (or similar wording)?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@2","11742a95-8154-47f9-c340-85c14a6d73b9","yesNo",9,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@11","a66764d6-9126-4a91-debc-7cfd1fc72f49","yesNo",4,"<co-content><text>Does the prediction line begin at approx. 92 story points at the beginning of sprint 1?</text></co-content>",1
"nqhqtdAbEeWJ8go9jrGl7Q@3","3002b144-a8b4-4692-f822-7b56b8897564","yesNo",3,"<co-content><text>Are all the priority 2 user stories scheduled before (or in the same sprint) as any priority 3 user stories?</text></co-content>",1
"wL5LqChQEeaoPRIBqlhr5Q@2","3002b144-a8b4-4692-f822-7b56b8897564","yesNo",3,"<co-content><text>Are all the priority 2 user stories scheduled before (or in the same sprint) as any priority 3 user stories?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@3","f7823a36-be3b-455e-c2cd-50d776c198ab","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"9gWb5veCEeWoVw4RkdPOvQ@2","153c7945-2cf5-47e5-debc-41f541798c8b","yesNo",1,"<co-content><text>Does the wireframe align with what is represented in the requirements document (i.e. the wireframe does not contain any additional features that do not appear in the requirements document)</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@8","b32d6130-07e7-49ef-f76d-6628578479e4","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 84 story points for sprint 1?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@6","1a94c437-1f44-4b95-cf6c-c0f505f859a2","options",2,"<co-content><text>Are all the high-risk, high-priority user stories scheduled in the first sprint? (The high risk-high priority user stories were: Page Maintains Fidelity, Pictures, Connect with Remote User, Read with Audio)</text></co-content>",4
"9hRB5feCEeWJoRIC9GAuIw@5","e5362de2-eb75-422d-85ce-8332f2ced35d","yesNo",3,"<co-content><text>Did the learner have about 116.75 hours of total effort remaining at the beginning of the 1st day?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@10","0ea48669-8b1d-468a-da1e-caf62fd81e35","multiLineInput",10,"<co-content><text>Do you have any general comments about your peer’s requirements document?</text></co-content>",
"B7quoNEDEeW86A4dl3pnEQ@9","f5615126-c42e-42d6-9238-c5028e441fdd","options",1,"<co-content><text>Did the learner provide a risk rating based on likelihood and impact for the risks in the risk plan?</text></co-content>",2
"P3kcYs6CEeW6bA4RgCmm0Q@7","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","yesNo",3,"<co-content><text>Did the learner provide some sort of unique identifier for their user stories? (i.e. a numbering or lettering system)</text></co-content>",1
"4qyWSs6NEeWzWQ7wuWBg7Q@5","aa0b75af-bcea-46f8-82d6-cace74c06316","options",3,"<co-content><text>Did the learner provide 2 additional risks that were not mentioned in the risk discussion?</text></co-content>",2
"9p1IYveCEeWwOA4X7vTG_Q@2","279aae26-0c26-4b91-98bc-6fa6865f7b56","options",3,"<co-content><text>Did the learner add the user stories that were suggested by the development team, client, and expert? (Those user stories were: the Test fluency and comprehension user story (#20), the Track improvements user story (#22), the Reading level matches (#38))</text></co-content>",3
"em6s9NEVEeWlfA7f_IUrbw@11","632c7dae-874a-402e-edea-3ce05c3fc5d0","yesNo",7,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@13","9ff63e4e-58bf-4632-ff60-e611f447322a","yesNo",7,"<co-content><text>Does the learner have the total effort remaining as approx. 70 story points for sprint 2?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@13","a66764d6-9126-4a91-debc-7cfd1fc72f49","yesNo",4,"<co-content><text><strong>If the learner created a work done vs. work completed burndown char</strong><strong>t, </strong>does the prediction line begin at approx. 90 story points at the beginning of sprint 1?</text><text><strong>If the learner created an adjustable floor burndown chart, </strong>does the prediction line extend to meet the adjustable floor? (i.e. does the prediction line start at approx. 84 story points at the beginning of sprint 1, and extend to approx. -6 story points at the beginning of sprint 6?).</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@6","97813f86-15db-45db-a532-8ae903687a9f","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"wTlH0ChQEeaOBAr7VGzUHw@1","860961d0-dfba-4f98-9c29-20ca931553c9","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@1","1916a944-deb0-4ba1-f393-d9f1a2d04db2","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"em6s9NEVEeWlfA7f_IUrbw@2","632c7dae-874a-402e-edea-3ce05c3fc5d0","yesNo",7,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@6","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","yesNo",2,"<co-content><text>Does the learner display the total effort in story points (or similar wording) on the vertical axis?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@8","1ad64563-dd56-4ce5-8a08-8d526e2c7992","yesNo",0,"<co-content><text>Did the learner get the correct answer as 18.4? (You may accept a rounded down answer of 18 as well)</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@6","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@1","183bef19-6058-4c31-ad07-4338d162e635","yesNo",5,"<co-content><text>Does the prediction line point to a Sprint 6 with zero effort remaining at the beginning of that sprint?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@7","f924b41c-37e6-46de-8be6-a493f1411d22","multiLineInput",5,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"9ffhC_eCEeWkJA7vZIsK9Q@1","96de681e-a8d9-451d-d979-f3425fc6dad8","options",1,"<co-content><text>Did the learner provide solutions for the issues that they pointed out?</text></co-content>",3
"nqhqtdAbEeWJ8go9jrGl7Q@4","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","yesNo",0,"<co-content><text>Did the learner upload the PDF produced by the Release Planning activity?</text></co-content>",1
"o40uFM6MEeW4gBJQzjtgDw@9","q05X90nbJARSpTVSa4NZzO","multiLineInput",2,"<co-content><text>How could the learner make their Requirements Document more Complete?</text></co-content>",
"vufdjihQEeaLEw5C-qNm0w@5","6e259284-46d7-43d9-ea0d-03794de8b978","yesNo",9,"<co-content><text>Did the learner include a user story about testing reading comprehension using voice recognition (or similar wording)?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@6","e0e554aa-ddd4-4451-9643-15c091940bc8","yesNo",6,"<co-content><text>Did the learner include a user story about searching for reading material (or similar wording)?</text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@2","860961d0-dfba-4f98-9c29-20ca931553c9","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@7","96a3451f-045c-4179-899a-c8d30459027e","yesNo",7,"<co-content><text>Did the learner include a user story about having adjustable font sizes (or similar wording)?</text></co-content>",1
"9n-Hi_eCEeWYNAoGmttnCw@1","f5615126-c42e-42d6-9238-c5028e441fdd","options",1,"<co-content><text>Did the learner provide a risk rating based on likelihood and impact for the risks in the risk plan?</text></co-content>",2
"wTlH0ChQEeaOBAr7VGzUHw@1","5a54b003-0907-4259-f9f9-2e1573a7612a","yesNo",10,"<co-content><text>Does the learner clearly demonstrate that the additional story points were added at the beginning of Sprint 2?</text><text>*Should show an increase of 6 story points</text></co-content>",1
"wJGWByhQEea9ZhJKQvAauw@2","e452af33-9bb0-4aa2-80c0-480f21e1a915","yesNo",1,"<co-content><text>Did the learner include a prediction line on their Iteration Burndown?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@4","5dd044b1-5290-4605-c525-769cb0689cd1","yesNo",4,"<co-content><text>Are all the priority 2 user stories scheduled before (or in the same sprint) as any priority 3 user stories?</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@7","b557bab7-f065-4943-ef08-a9a5b3504dcd","yesNo",8,"<co-content><text>Does the learner clearly demonstrate that additional story points were <strong>added </strong>at the beginning of Sprint 2?</text><text>*Should show an increase of 6 story points</text></co-content>",1
"-xK13dEPEeW3igq7kvt3qw@3","279aae26-0c26-4b91-98bc-6fa6865f7b56","options",3,"<co-content><text>Did the learner add the user stories that were suggested by the development team, client, and expert? (Those user stories were: the Test fluency and comprehension user story (#20), the Track improvements user story (#22), the Reading level matches (#38))</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@3","3e231bf7-cd64-471e-a7f8-085e542ae274","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
"wTlH0ChQEeaOBAr7VGzUHw@3","5a54b003-0907-4259-f9f9-2e1573a7612a","yesNo",10,"<co-content><text>Does the learner clearly demonstrate that the additional story points were added at the beginning of Sprint 2?</text><text>*Should show an increase of six story points</text></co-content>",1
"wL5LqChQEeaoPRIBqlhr5Q@1","cbc5f958-c7ba-40dc-a8ff-e373d366b0bc","multiLineInput",0,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"-xK13dEPEeW3igq7kvt3qw@6","3b016d76-5374-4e09-92cd-fefeb005fb92","yesNo",0,"<co-content><text>Did the learner upload the PDF produced by the Release Planning activity?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@1","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","yesNo",2,"<co-content><text>Does the learner display the total effort in story points (or similar wording) on the vertical axis?</text></co-content>",1
"9p1IYveCEeWwOA4X7vTG_Q@1","279aae26-0c26-4b91-98bc-6fa6865f7b56","options",3,"<co-content><text>Did the learner add the user stories that were suggested by the development team, client, and expert? (Those user stories were: the Test fluency and comprehension user story (#20), the Track improvements user story (#22), the Reading level matches (#38))</text></co-content>",3
"em6s9NEVEeWlfA7f_IUrbw@6","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"AI8CcM6REeWRcgrL75b_bQ@3","5ec5af38-2d5e-457b-bd23-aaa492b08969","multiLineInput",3,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"dn6ZfdEIEeWR0RIE1vRpDw@8","860961d0-dfba-4f98-9c29-20ca931553c9","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@8","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@2","96a3451f-045c-4179-899a-c8d30459027e","yesNo",7,"<co-content><text>Did the learner include a user story about having adjustable font sizes (or similar wording)?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@6","632c7dae-874a-402e-edea-3ce05c3fc5d0","yesNo",7,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@7","a28d01b1-da29-4973-c680-683e42768daa","yesNo",5,"<co-content><text>Does the prediction line point to a Sprint 6 with zero effort remaining at the beginning of that sprint?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@3","11742a95-8154-47f9-c340-85c14a6d73b9","yesNo",9,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@13","860961d0-dfba-4f98-9c29-20ca931553c9","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"wGJvpShQEea5Nw6WU2nKtw@2","b3e14a41-b7d4-49b8-9d3f-88d87cf3cb0f","multiLineInput",2,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"dGK4i9AXEeWJ8go9jrGl7Q@2","f5816992-712c-4af5-e608-10eddf73749e","yesNo",5,"<co-content><text>Did the learner have about 17.25 hours of total effort remaining at the beginning of sprint 5?</text></co-content>",1
"wIEbqihQEeaQAQovE5D5Iw@1","AHJcODZDRkNFVb7S-Ff64f","yesNo",2,"<co-content><text>Did the learner include an acceptance test for the user story, <strong>(27) As a reader, I want the application to work in both portrait and landscape orientation, so that I can choose the way I view material</strong>,<strong> </strong>that mentions the user turning the tablet to landscape orientation and having the image shift appropriately (or similar wording)?</text></co-content>",1
"vvT88ChQEeaLEw5C-qNm0w@4","8e97d2ee-5f9b-4605-83b7-83bc74def75d","yesNo",0,"<co-content><text>Did the learner provide a Google Docs URL?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@9","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","yesNo",9,"<co-content><text>Does the learner clearly demonstrate that additional story points were added at the beginning of Sprint 3?</text><text>*Should show an increase of 2 story points</text></co-content>",1
"vufdjihQEeaLEw5C-qNm0w@2","88ab4e9b-96cd-485e-e687-e7ffc93bac76","yesNo",0,"<co-content><text>Did the learner create their Requirements Document using Google Documents?</text></co-content>",1
"wXYC7ShQEeaGtw7VJ4hX6w@1","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@8","351fc057-68fc-464f-a8c8-a974ff1977ac","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 38 story points for sprint 4?</text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@3","1916a944-deb0-4ba1-f393-d9f1a2d04db2","multiLineInput",1,"<co-content><text>Do you have any response to your peer's interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"P3kcYs6CEeW6bA4RgCmm0Q@7","145582d0-0803-4947-ba47-5e58afa111e3","yesNo",8,"<co-content><text>Did the learner include a user story about seeing the definitions of unknown words (or similar wording)?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@10","1ad64563-dd56-4ce5-8a08-8d526e2c7992","yesNo",0,"<co-content><text>Did the learner get the correct answer as 18.4? (You may accept a rounded down answer of 18 as well)</text></co-content>",1
"wXYC7ShQEeaGtw7VJ4hX6w@1","632c7dae-874a-402e-edea-3ce05c3fc5d0","yesNo",7,"<co-content><text>Does the learner display the addition and removal of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@6","5d48005e-49d4-4571-f3e2-aa78264afb99","yesNo",1,"<co-content><text>Do all the sprints have ~20 story points in each (Will accept 18-19 story points)</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@7","7e609c48-6601-45c3-f916-f3408cdbf4e6","yesNo",4,"<co-content><text>Does the prediction line begin at approx. 92 story points at the beginning of sprint 1?</text></co-content>",1
"9hRB5feCEeWJoRIC9GAuIw@4","e452af33-9bb0-4aa2-80c0-480f21e1a915","yesNo",1,"<co-content><text>Did the learner include a prediction line on their iteration burndown?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@2","8ed85c84-05f2-4e43-a092-71288c01482d","yesNo",2,"<co-content><text>Does the learner display the total effort in story points (or similar wording) on the vertical axis?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@5","820fe52a-ece5-4051-fe12-353e3c5110a8","yesNo",0,"<co-content><text>Did the learner upload the PDF produced by the Release Planning activity?</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@5","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","yesNo",9,"<co-content><text>Does the learner clearly demonstrate that additional story points were <strong>added</strong> at the beginning of Sprint 3?</text><text>*Should show an increase of 2 story points</text></co-content>",1
"wGJvpShQEea5Nw6WU2nKtw@2","153c7945-2cf5-47e5-debc-41f541798c8b","yesNo",1,"<co-content><text>Does the wireframe align with what is represented in the Requirements document? (i.e., the wireframe does not contain any additional features that do not appear in the Requirements document)</text></co-content>",3
"em6s9NEVEeWlfA7f_IUrbw@12","351fc057-68fc-464f-a8c8-a974ff1977ac","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 38 story points for sprint 4?</text></co-content>",1
"9LQVjveCEeWJoRIC9GAuIw@1","a9fc09a1-62b5-42cb-e0e7-d044bbc10f13","multiLineInput",4,"<co-content><text>Do you have any suggestions for the learner that could improve their risk plan?</text></co-content>",
"4qyWSs6NEeWzWQ7wuWBg7Q@7","c5d2e20b-ef1a-43f0-c34a-dff68517d111","options",2,"<co-content><text>Did the learner provide reasonable contingency plans for the risks in their Risk Plan?</text></co-content>",3
"9rsJSfeCEeWJoRIC9GAuIw@3","7e609c48-6601-45c3-f916-f3408cdbf4e6","yesNo",4,"<co-content><text>Does the prediction line begin at approx. 92 story points at the beginning of sprint 1?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@5","8ed85c84-05f2-4e43-a092-71288c01482d","yesNo",2,"<co-content><text>Does the learner display the total effort in story points (or similar wording) on the vertical axis?</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@2","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","yesNo",9,"<co-content><text>Does the learner clearly demonstrate that additional story points were added at the beginning of Sprint 3?</text><text>*Should show an increase of 2 story points</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@13","b557bab7-f065-4943-ef08-a9a5b3504dcd","yesNo",8,"<co-content><text>Does the learner clearly demonstrate that additional story points were <strong>added </strong>at the beginning of Sprint 2?</text><text>*Should show an increase of 6 story points</text></co-content>",1
"9l-i1veCEeWoVw4RkdPOvQ@4","99f5bc0a-31be-4272-d23f-d0dc3f618f7e","multiLineInput",0,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"9voOH_eCEeWSPQpVZJn7FQ@1","a3bc6b35-bbff-4c86-9f0c-6a2e1cdb414f","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"wOQjKihQEeaoPRIBqlhr5Q@2","41c3a084-cd57-4a2f-af00-a6a28b81c814","options",0,"<co-content><text>Did the learner demonstrate that he/she put effort into the evaluation of the Iteration Plan?</text></co-content>",5
"AI8CcM6REeWRcgrL75b_bQ@11","5ec5af38-2d5e-457b-bd23-aaa492b08969","multiLineInput",3,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"em6s9NEVEeWlfA7f_IUrbw@10","a3bc6b35-bbff-4c86-9f0c-6a2e1cdb414f","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"vufdjihQEeaLEw5C-qNm0w@3","6e259284-46d7-43d9-ea0d-03794de8b978","yesNo",9,"<co-content><text>Did the learner include a user story about testing reading comprehension using voice recognition (or similar wording)?</text></co-content>",1
"9l-i1veCEeWoVw4RkdPOvQ@1","24bdcc9b-c032-4402-8f97-1c828263c0c7","yesNo",2,"<co-content><text><strong>Did the learner identify that the estimated hours exceeds the available hours of the developer?</strong></text></co-content>",1
"9hRB5feCEeWJoRIC9GAuIw@2","f5816992-712c-4af5-e608-10eddf73749e","yesNo",5,"<co-content><text>Did the learner have about 17.25 hours of total effort remaining at the beginning of day 5?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@2","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@2","f924b41c-37e6-46de-8be6-a493f1411d22","multiLineInput",5,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"9ffhC_eCEeWkJA7vZIsK9Q@1","5ec5af38-2d5e-457b-bd23-aaa492b08969","multiLineInput",3,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"dn6ZfdEIEeWR0RIE1vRpDw@6","3e231bf7-cd64-471e-a7f8-085e542ae274","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
"AI8CcM6REeWRcgrL75b_bQ@4","96de681e-a8d9-451d-d979-f3425fc6dad8","options",1,"<co-content><text>Did the learner provide solutions for the issues that they pointed out?</text></co-content>",3
"wCZRVyhQEeaeOg6Hp9hnyw@2","f924b41c-37e6-46de-8be6-a493f1411d22","multiLineInput",5,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"dn6ZfdEIEeWR0RIE1vRpDw@6","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"o40uFM6MEeW4gBJQzjtgDw@8","bJN5zsuJhhzKznZaSLP6VD","multiLineInput",1,"<co-content><text>How could the learner make their Requirements Document more Correct?</text></co-content>",
"NYjqqtESEeWR0RIE1vRpDw@7","efa757b2-524d-4d98-c2ff-24dc3e485ad4","yesNo",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"9rsJSfeCEeWJoRIC9GAuIw@3","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@2","1a94c437-1f44-4b95-cf6c-c0f505f859a2","options",2,"<co-content><text>Are all the high-risk, high-priority user stories scheduled in the first sprint? (The high risk-high priority user stories were: Page Maintains Fidelity, Pictures, Connect with Remote User, Read with Audio)</text></co-content>",4
"dGK4i9AXEeWJ8go9jrGl7Q@6","731ed779-42fb-4a74-a9d6-11261018b2a0","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
"wVhBSyhQEeaVWgodRB5guQ@2","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","options",1,"<co-content><text>Did the learner provide solutions for the issues that he/she pointed out?</text></co-content>",3
"o40uFM6MEeW4gBJQzjtgDw@4","65874504-b616-4e80-d05f-3b0062f262f5","yesNo",0,"<co-content><text>Did the learner upload a screenshot of their review?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@5","11742a95-8154-47f9-c340-85c14a6d73b9","yesNo",9,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@8","632c7dae-874a-402e-edea-3ce05c3fc5d0","yesNo",7,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@11","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@3","97813f86-15db-45db-a532-8ae903687a9f","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"AI8CcM6REeWRcgrL75b_bQ@10","96de681e-a8d9-451d-d979-f3425fc6dad8","options",1,"<co-content><text>Did the learner provide solutions for the issues that they pointed out?</text></co-content>",3
"RIIMfveGEeWSPQpVZJn7FQ@2","i_W-k4r8JJ0c_gb_tYW6Oy","yesNo",1,"<co-content><text>Based on the Google Doc provided and/or the screenshot, did the learner label their suggestions as minor, moderate, or major in severity?</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@4","00c7154f-e334-4802-800e-908d76a8ae4a","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@7","860961d0-dfba-4f98-9c29-20ca931553c9","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@2","b557bab7-f065-4943-ef08-a9a5b3504dcd","yesNo",8,"<co-content><text>Does the learner clearly demonstrate that the additional story points were added at the beginning of Sprint 2?</text></co-content>",1
"-xK13dEPEeW3igq7kvt3qw@2","b74ebca3-c5a8-4453-ab04-19bb1b037123","yesNo",1,"<co-content><text>Did the learner place less than or equal to 18 story points worth of work in Sprint 3?</text><text>*There was only 18 story points completed in Sprint 2.</text></co-content>",1
"9gWb5veCEeWoVw4RkdPOvQ@4","b3e14a41-b7d4-49b8-9d3f-88d87cf3cb0f","multiLineInput",2,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"wTlH0ChQEeaOBAr7VGzUHw@2","7e609c48-6601-45c3-f916-f3408cdbf4e6","yesNo",4,"<co-content><text><strong>If the learner created a work done vs. work completed burndown char</strong><strong>t, </strong>does the prediction line begin at approx. 92 story points at the beginning of sprint 1?</text><text><strong>If the learner created an adjustable floor burndown chart, </strong>does the prediction line extend to meet the adjustable floor? (i.e. does the prediction line start at approx. 84 story points at the beginning of sprint 1, and extend to -8 story points at the beginning of sprint 6?).</text></co-content>",1
"B7quoNEDEeW86A4dl3pnEQ@3","7c7daa59-56e5-4c20-969d-8995a0d2e786","yesNo",0,"<co-content><text>Did the learner include the risk of the database connection feature not working?</text></co-content>",1
"wXYC7ShQEeaGtw7VJ4hX6w@1","f7823a36-be3b-455e-c2cd-50d776c198ab","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"nqhqtdAbEeWJ8go9jrGl7Q@3","cbc5f958-c7ba-40dc-a8ff-e373d366b0bc","multiLineInput",0,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"em6s9NEVEeWlfA7f_IUrbw@10","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","yesNo",9,"<co-content><text>Does the learner clearly demonstrate that additional story points were added at the beginning of Sprint 3?</text><text>*Should show an increase of 2 story points</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@4","731ed779-42fb-4a74-a9d6-11261018b2a0","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
